timestamp,value
2025-01-13 04:16:16+00:00,0.06146146822317231
2025-01-13 04:16:31+00:00,0.06165867502895687
2025-01-13 04:16:46+00:00,0.07469211291887222
2025-01-13 04:17:01+00:00,0.06997717002434728
2025-01-13 04:17:16+00:00,0.06549816650552531
2025-01-13 04:17:31+00:00,0.05559648118405252
2025-01-13 04:17:46+00:00,0.07329302883541106
2025-01-13 04:18:01+00:00,0.055892937771237466
2025-01-13 04:18:16+00:00,0.0628333696104236
2025-01-13 04:18:31+00:00,0.06661209188374147
2025-01-13 04:18:46+00:00,0.07432146001366471
2025-01-13 04:19:01+00:00,0.06892622534709751
2025-01-13 04:19:16+00:00,0.08107362449999911
2025-01-13 04:19:31+00:00,0.06960597461370832
2025-01-13 04:19:46+00:00,0.05848583699469267
2025-01-13 04:20:01+00:00,0.05116753658887785
2025-01-13 04:20:16+00:00,0.06741184902883261
2025-01-13 04:20:31+00:00,0.06109752129198092
2025-01-13 04:20:46+00:00,0.08016967192316088
2025-01-13 04:21:01+00:00,0.06711993717060018
2025-01-13 04:21:16+00:00,0.0774323346602458
2025-01-13 04:21:31+00:00,0.06687533302734079
2025-01-13 04:21:46+00:00,0.07470266045333633
2025-01-13 04:22:01+00:00,0.06599796036753877
2025-01-13 04:22:16+00:00,0.06879184821057027
2025-01-13 04:22:31+00:00,0.06863973589078333
2025-01-13 04:22:46+00:00,0.06954760746412056
2025-01-13 04:23:01+00:00,0.05110809575554514
2025-01-13 04:23:16+00:00,0.04614045724269287
2025-01-13 04:23:31+00:00,0.05289795973153445
2025-01-13 04:23:46+00:00,0.08690777298087331
2025-01-13 04:24:01+00:00,0.10848576094655214
2025-01-13 04:24:16+00:00,0.08352815961679387
2025-01-13 04:24:31+00:00,0.09896880536668053
2025-01-13 04:24:46+00:00,0.10554285690948595
2025-01-13 04:25:01+00:00,0.1086565938353318
2025-01-13 04:25:16+00:00,0.10542609005318238
2025-01-13 04:25:31+00:00,0.0905038688918843
2025-01-13 04:25:46+00:00,0.09733932199263347
2025-01-13 04:26:01+00:00,0.09063966718815256
2025-01-13 04:26:16+00:00,0.08399925232031691
2025-01-13 04:26:31+00:00,0.06889476098781022
2025-01-13 04:26:46+00:00,0.0658625537618574
2025-01-13 04:27:01+00:00,0.06972937354475758
2025-01-13 04:27:16+00:00,0.0658664874210283
2025-01-13 04:27:31+00:00,0.07064969063654891
2025-01-13 04:27:46+00:00,0.061936219272264
2025-01-13 04:28:01+00:00,0.060250640183339914
2025-01-13 04:28:16+00:00,0.06782125102967797
2025-01-13 04:28:31+00:00,0.06762999663739731
2025-01-13 04:28:46+00:00,0.0778231952030751
2025-01-13 04:29:01+00:00,0.054644056561950455
2025-01-13 04:29:16+00:00,0.06381688457707978
2025-01-13 04:29:31+00:00,0.06152125196069584
2025-01-13 04:29:46+00:00,0.07056272881354712
2025-01-13 04:30:01+00:00,0.0698401516796042
2025-01-13 04:30:16+00:00,0.07307753010149563
2025-01-13 04:30:31+00:00,0.07059296505765465
2025-01-13 04:30:46+00:00,0.05676410171488442
2025-01-13 04:31:01+00:00,0.06717475367798743
2025-01-13 04:31:16+00:00,0.06005505405476674
2025-01-13 04:31:31+00:00,0.07426406591198007
2025-01-13 04:31:46+00:00,0.06781401214425774
2025-01-13 04:32:01+00:00,0.05740978507310179
2025-01-13 04:32:16+00:00,0.050085366525054104
2025-01-13 04:32:31+00:00,0.07344848125427034
2025-01-13 04:32:46+00:00,0.07322313971366669
2025-01-13 04:33:01+00:00,0.058789297471568594
2025-01-13 04:33:16+00:00,0.07581812727941097
2025-01-13 04:33:31+00:00,0.06253314913153868
2025-01-13 04:33:46+00:00,0.06642356802340108
2025-01-13 04:34:01+00:00,0.06269119548568869
2025-01-13 04:34:16+00:00,0.06600044876320971
2025-01-13 04:34:31+00:00,0.06837112360656747
